misc
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,,,Rainbow Learner: 構造色パターンからの光源環境マップおよび分光分布推定,,"浦西友樹*, 塚越優治*",,null,,,,,2022-07,第25回画像の認識・理解シンポジウム Extended Abstract [Poster],,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,プロジェクションマッピングを用いたボールのキックフォーム学習支援,,"佐藤僚太, 浦西友樹, Photchara Ratsamee, 東田学, 竹村治雄",,null,,,,,2022-05,第66回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,書評: OpenCVとPythonによる機械学習プログラミング,,浦西友樹,,null,,,,,2022-03,日本バーチャルリアリティ学会誌,,27,1,41,42,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,視線情報に基づくVR空間でのマンガ教材読書時の主観的難易度推定,,"坂本賢哉, 白井詩沙香, 武村紀子, Jason Orlosky, 長瀧寛之, 上田真由美, 浦西友樹, 竹村治雄",,null,,,,,2021-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,RGB画像と熱画像を併用した透明物体の三次元形状復元,,"城彰彦, 浦西友樹, オーロスキ ジェーソン, 塚越優治",,null,,,,,2021-07,第24回画像の認識・理解シンポジウム Extended Abstract,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,構造色パターンを利用した光源方向および分光分布推定に関する検討,,"塚越優治, 浦西友樹, オーロスキ ジェーソン",,null,,,,,2021-07,第24回画像の認識・理解シンポジウム Extended Abstract,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,SmartVP: An autonomous Viewpoint Selection for Watching a Boxing Game in Virtual Reality,SmartVP: An autonomous Viewpoint Selection for Watching a Boxing Game in Virtual Reality,"陶涛, ラサミー ポチャラ, 浦西友樹, オーロスキ ジェーソン, 東田学, 竹村治雄",,null,,,,,2021-05,第65回システム制御情報学会研究発表講演会 論文集,,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,ClimbAR: クライミングにおける暗黙知の定量化と拡張現実による情報提示,,"浦西友樹, 長濱愛珠咲, 大西和歩, 浜本多聞, オーロスキ ジェーソン, ラサミー ポチャラ, 竹村治雄",,null,,,,,2021-05,第65回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,GhostReplay: 人体モデルアニメーションを用いた3次元リプレイ提示によるスポーツにおける技能向上支援システム,,"吉見光平, ラサミー ポチャラ, 浦西友樹, 東田学, オーロスキ ジェーソン, 竹村治雄",,null,,,,,2021-05,第65回システム制御情報学会研究発表講演会 論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,研究室運営に関するアンケート「我々は如何にこの難局を乗り越えようとしているのか」,,浦西友樹,,null,,,,,2021-03,日本バーチャルリアリティ学会誌,,26,1,6,9,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,坂道の昇降感覚を提示する靴型デバイスの開発,,"谷本識心, Photchara Ratsamee, Jason Orlosky, 浦西友樹, 竹村治雄",,null,,,,,2020-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,登攀動作に内在する練度の定量化,,"長濱愛珠咲, 浦西友樹, Photchara Ratsamee, Jason Orlosky, 竹村治雄",,null,,,,,2020-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,大阪大学におけるオンライン授業支援の取り組み,,"白井詩沙香, 東田学, 小島一秀, 浦西友樹, 上田佑樹, 宮永勢次, 竹村治雄",,null,,,,,2020-10,大学ICT推進協議会2020年度年次大会論文集,,,,385,390,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Rainbow Learner: 構造色パターンから光源環境を実時間推定可能なARマーカ,,"塚越優治, 浦西友樹",,null,,,,,2020-08,第23回画像の認識・理解シンポジウム Extended Abstract [Short Oral],,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,VRパラグライダー飛行トレーナーの開発,,"長濱愛珠咲, 浜本多聞, 竹村治雄, Photchara Ratsamee, 浦西友樹",,null,,,,,2019-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,点群の位置合わせのためのローカルパッチ類似度推測,,"田又健士朗, 間下以大, 浦西友樹, Photchara Ratsamee",,null,,,,,2019-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,FrictionHaptics: 摩擦力提示のためのハプティックデバイス,,"目黒僚, Photchara Ratsamee, 間下以大, 浦西友樹, 竹村治雄",,null,,,,,2019-10,日本バーチャルリアリティ学会 複合現実感研究会,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,令和元年は今度こそHMD元年となるか?,,浦西友樹,,null,,,,,2019-09,日本バーチャルリアリティ学会誌,,24,3,6,6,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,コンピュータビジョンライブラリーOpenCV3.0,,浦西友樹,,null,,,,,2018-09,映像情報メディア学会誌,,72,5,736,739,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,MIRU2017若手プログラム実施報告,,"浦西友樹, 五十川麻理子, 井下智加, 牛久祥孝, 大倉史生, 川西康友, 上瀧剛",,null,,,,,2018-05,情報処理学会研究報告: コンピュータビジョンとイメージメディア,,2018-CVIM-212,40,1,7,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,CVPR2017見聞記,,"浦西友樹, 井手口裕太",,null,,,,,2018-01,映像情報メディア学会誌,,72,1,69,73,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,CVPR2016参加報告,,浦西友樹,,null,,,,,2017-01,映像情報メディア学会誌,,71,1,46,48,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,MIRU2016若手プログラム実施概要と次回の企画紹介,,"舩冨卓哉, 石井雅人, 井上中順, 金崎朝子, 高橋康輔, 道満恵介, 吉岡隆宏, 浦西友樹",,null,,,,,2017-01,電子情報通信学会 情報・システムソサイエティ誌,,21,4,16,22,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,スーパーサイエンスハイスクール生徒研究発表会に参加して,,浦西友樹,,null,,,,,2016-03,システム/制御/情報,,60,3,128,128,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,MIRU2014若手プログラム実施報告と次回の企画紹介,,"島田敬士, 浦西友樹, 上瀧剛, 柴田剛志, 道満恵介, 豊浦正広, 柳川由紀子",,null,,,,,2016-01,電子情報通信学会 情報・システムソサイエティ誌,,20,4,21,24,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,Light Field Consistency for Spatial Density Estimation of Smoke,Light Field Consistency for Spatial Density Estimation of Smoke,,"Yuta Ideguchi, Yuki Uranishi, Shunsuke Yoshimoto, Masataka Imura, Osamu Oshiro",null,,,,,2015-07,第18回画像の認識・理解シンポジウム Extended Abstract [Poster],,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,ウェアラブルコンピュータにおけるリング型デバイス,,"藤木健史, 浦西友樹, 佐々木博史, 眞鍋佳嗣, 千原國宏",,null,,,,,2009-05,第53回 システム制御情報学会研究発表講演会 講演論文集,,,,157,158,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Evaluating Presence in VR with Self-Representing Auditory-Vibrotactile Input,Evaluating Presence in VR with Self-Representing Auditory-Vibrotactile Input,,"Guanghan Zhao, Jason Orlosky, Yuki Uranishi",null,,,,,2021-03,,2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),,,,,eng,null,null,summary_international_conference,null,null,10.1109/vrw52623.2021.00171,,,,,FALSE,disclosed
update,doc,,40806522,"視線情報に基づくVR空間でのマンガ教材読書時の主観的難易度推定—Subjective Difficulty Estimation of VR-based Educational Comics Using Gaze Features—第185回 ヒューマンインタフェース学会研究会 人工現実感,エンタテインメント,メディアエクスペリエンスおよび一般",,"坂本 賢哉, 白井 詩沙香, 武村 紀子, Orlosky Jason, 長瀧 寛之, 上田 真由美, 浦西 友樹, 竹村 治雄",,null,,,,,2021,ヒューマンインタフェース学会研究報告集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,オープンソース画像処理ライブラリOpenCV:様々な環境での“Hello World“,,浦西友樹,,null,,,,,2019-05,システム制御情報学会研究発表講演会講演論文集(CD-ROM),,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346920,私の研究開発ツール―第101回―コンピュータビジョンライブラリーOpenCV3.0,,浦西友樹,,null,,,,,2018-09,映像情報メディア学会誌,,,,,,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,The 30th IEEE conference on computer vision and pattern recognition (CVPR 2017) report,The 30th IEEE conference on computer vision and pattern recognition (CVPR 2017) report,,"Yuki Uranishi, Yuta Ideguchi",null,,,,,2018,,Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers,,,,,eng,null,null,meeting_report,null,null,10.3169/itej.72.69,,,,,FALSE,disclosed
insert,merge,,,軟組織変形追跡のための狭帯域画像を用いた多層テンプレートマッチング手法,,"黒田 嘉宏, 田村 裕樹, 間下 以大, 浦西 友樹, 清川 清, 吉田 健志, 松田 公志, 大城 理, 竹村 治雄",,null,,,,,2017,生体医工学,,,,,,jpn,null,null,summary_national_conference,null,null,10.11239/jsmbe.55annual.181,,,,,FALSE,disclosed
update,doc,,39617912,外来病棟における位置情報とオーダ情報を用いた患者待ち時間の分析—Analysis of waiting time of patients using position tracking data and clinical order data in an outpatient ward,,"福士 雄太, 岡本 和也, 岩尾 友秀, 浦西 友樹, 田村 寛, 齊藤 永, 加藤 源太, 黒田 知宏",,null,,,,,2016-05,システム制御情報学会研究発表講演会講演論文集,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,37485861,スーパーサイエンスハイスクール生徒研究発表会に参加して(学会活動),,浦西 友樹,,null,,,,,2016-03,システム/制御/情報 : システム制御情報学会誌,,,,,,jpn,null,null,introduction_scientific_journal,null,null,,,,,,FALSE,disclosed
insert,merge,,,Simulation of air flow bronchus caused by lung deformation,Simulation of air flow bronchus caused by lung deformation,,"Akihiro Wada, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Yoshihiro Kuroda, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,,,,,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-436,,,,,FALSE,disclosed
insert,merge,,,Estimation of fingertip contact force direction based on change in nail color distribution,Estimation of fingertip contact force direction based on change in nail color distribution,,"Hironobu Mameno, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,,,,,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-155,,,,,FALSE,disclosed
insert,merge,,,Estimation of amount of swallowed water by analysis of swallowing sounds,Estimation of amount of swallowed water by analysis of swallowing sounds,,"Hiroki Nakafuji, Masataka Imura, Yuki Uranishi, Shunsuke Yoshimoto, Osamu Oshiro",null,,,,,2014-08,,Transactions of Japanese Society for Medical and Biological Engineering,,,,,eng,null,null,summary_national_conference,null,null,10.11239/jsmbe.52.o-11,,,,,FALSE,disclosed
insert,merge,,,Tactile Roughness Modulation of Material Surfaces Using Electrical Stimulus,Tactile Roughness Modulation of Material Surfaces Using Electrical Stimulus,,"Shunsuke Yoshimoto, Yoshihiro Kuroda, Yuki Uranishi, Masataka Imura, Osamu Oshiro",null,,,,,2014-07,,International Symposium Future of Shitsukan Research,,,,,eng,null,null,summary_international_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346900,リフォーカス画像におけるボケを用いた煙霧の空間濃度分布推定 (パターン認識・メディア理解),,"井手口 裕太, 浦西 友樹, 黒田 嘉宏, 井村 誠孝, 大城 理",,null,,,,,2014-01,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346903,聴覚フィードバックを用いた歌唱時の音程操作 (マルチメディア・仮想環境基礎),,"井手口 裕太, 横畑 亮輔, 井村 誠孝, 浦西 友樹, 黒田 嘉宏, 大城 理",,null,,,,,2013-05,電子情報通信学会技術研究報告 = IEICE technical report : 信学技報,,,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,Presentation system of color and pattern on clothes for visually impaired person using smartphone,Presentation system of color and pattern on clothes for visually impaired person using smartphone,,"Masao Miyake, Yoshitsugu Manabe, Yuki Uranishi, Masataka Imura, Yoshihiro Kuroda, Osamu Oshiro",null,,,,,2013,,Transactions of Japanese Society for Medical and Biological Engineering,,,,,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346917,OpenCV : Open Computer Vision Library (特集 画像処理ライブラリ : 画像処理をより簡単に),,浦西 友樹,,null,,,,,2012-07,映像情報industrial,,,,,,jpn,null,null,introduction_commerce_magazine,null,null,,,,,,FALSE,disclosed
insert,merge,,,CCDR-PAID: More Efficient Cache-Conscious PAID Algorithm by Data Reconstruction,CCDR-PAID: More Efficient Cache-Conscious PAID Algorithm by Data Reconstruction,,"Yuki Matsubara, Jun Miyazaki, Goshiro Yamamoto, Yuki Uranishi, Sei Ikeda, Hirokazu Kato",null,,,,,2012-03,,Proc. of the 27th ACM Symposium On Applied Computing,,,,,eng,null,null,summary_national_conference,null,null,10.1145/2245276.2245313,,,,,FALSE,disclosed
update,doc,,19346909,透明物体に内包される不透明物体のシルエット形状補正,,"鈴本悠輝, 浦西友樹, 眞鍋佳嗣, 池田聖, 千原國宏",,null,,,,,2011-02,情報処理学会研究報告,,2011-CVIM-175,,,,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
update,doc,,19346915,指輪型マーカの三次元位置姿勢推定,Estimation of 3D Position and Posture for Ring-Type Marker,"藤木 健史, 浦西 友樹, 佐々木 博史, 眞鍋 佳嗣, 千原 國宏",,null,,,,,2010-03,電子情報通信学会総合大会講演論文集,,2010,,191,191,jpn,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
insert,merge,,,PROPOSAL OF TRACKING LAN ANTENNA USING IMAGE SENSOR,PROPOSAL OF TRACKING LAN ANTENNA USING IMAGE SENSOR,,"Yuki Uranishi, Sei Ikeda, Hideki Shimada, Yoshitsugu Manabe, Kunihiro Chihara",null,,,,,2009-01,"電子情報通信学会技術研究報告. IE, 画像工学",IEICE technical report,108,373,389,392,eng,null,null,summary_national_conference,null,null,,,,,,FALSE,disclosed
